respid,sample,int_date,fcall,attempt,refusal,ilang,cregion,state,density,usr,scregion,sstate,susr,sdensity,igender,ihisp1,irace1m1,irace1m2,irace1m3,irace1m4,form,llitext,phtype,qs1,q1,q2,campnii,q7,q8,q11,q12,q13,q28a,q28b,q28c,q28df1,q28e,q28ff1,q28gf1,q28hf1,q28if1,q28jf2,q28kf2,q28lf2,q28mf2,q28nf2,q28of2,q28pf2,q33af1,q33bf1,q33cf1,q33df1,q33ef2,q33ff2,q33gf2,q33hf2,q44a,q44b,q45a,q45b,q46,q50af1,q50bf1,q50cf1,q50df2,q50ef2,q51af1,q51bf1,q51cf2,q51df2,q58,q59,q64f1,q65f2,q66a,q66b,q66c,q66df1,q66e,q66ff2,q73,q74,q74a,q74b,q75,q76,q77,q78,q79,q83a,q83b,q84,q93,q96,q97,q98,q99,q100a,q100b,q100c,q100d,sex,age,educ,hisp,racecmb,racethn,birth_hisp,relig,chr,born,attend,income,reg,party,partyln,q101,partysum,ideo,partyideo,partysumideo,hh1,hh3,adults,ql1,ql1a,qc1,ll,cp,money2,cellweight,weight
202070,2,180924,180924,1,0,1,3,37,4,,3,37,,4,2,1,4, , , ,2, ,,2,2,2,2,2, ,2,1,2,2,1,1, , , , , , ,2,1,1,2,2,2,2, , , , ,2,2,2,1,2,2,2,1,1, , , ,2,2, , ,2,2, ,3, ,2,1,1,1, ,2,1,2,2, ,2,3, ,2,3,2,3,3,3, , , ,9,9, , , , ,2,50,7,2,9,9, ,1, ,1,9,10,9,9,9, ,9,3,9, ,9,9,2, , ,9,0,1,9,0.42739510000000000,0.6781777
202071,2,180924,180924,2,0,2,3,37,4,U,3,37,,4,1,1,4, , , ,2, ,,2,1,2,3,2, ,2,1,2,1,1,1, , , , , , ,1,1,1,1,1,1,1, , , , ,1,2,2,2,2,2,3,3,1, , , ,1,2, , ,2,2, ,4, ,1,1,2,1, ,2,1,2,1,1, ,3, ,2,3,2,4,1,3, , , ,2,2, , , , ,1,28,2,1,1,3,3,12, , ,4,4,3,2, , ,2,5,5,5,4,3,3, , ,2,0,1,9,1.3898679,1.7598739
202072,2,180924,180924,6,0,1,3,37,4,S,3,37,,2,2,1,1, , , ,2, ,,2,2,2,3,2, ,1,1,2,2,1,2, , , , , , ,2,1,2,1,1,2,2, , , , ,2,2,2,1,2,3,2,2,2, , , ,2,2, , ,2,2, ,4, ,2,1,1,1, ,1,1,2,1,1, ,3, ,2,1,1,4,2,2, , , ,1,2, , , , ,2,56,6,2,1,1, ,1, ,2,6,5,1,2, , ,2,5,5,5,2,2,2, , ,2,0,1,9,0.4699865,0.6657689
202073,2,180924,180924,2,0,2,3,48,3,U,3,48,,3,2,1,4, , , ,1, ,,2,2,2,3,1, ,2,2,2,1,1,1,1,1,1,1,1,1, , , , , , , ,2,2,2,2, , , , ,1,1,4,2,1,2,2,2, , ,2,1, , ,1, ,2, ,2,1,1,2,2, ,2,1,2, ,2,2, ,3,2,1,1,4, , , , , ,1,1,1,1,2,22,1,1,1,3,3,2, ,2,2,10,3,3,2, ,2,4,3,5,2,9,2, , ,2,0,1,1,1.1525691,1.6698973
202075,2,180924,180924,1,0,1,3,47,2,S,3,47,,4,1,2,1, , , ,2, ,,2,2,1,2,1, ,1,1,3,2,1,1, , , , , , ,2,1,2,1,2,2,1, , , , ,1,1,1,1,2,1,3,2,2, , , ,4,4, , ,4,4, ,1, ,1,2,1,2, ,1,2,1,2, ,2,3, ,1,3,2,4,4,3, , , ,2,2, , , , ,2,50,6,2,1,1, ,1, ,1,1,7,1,3,1,1,1,3,3,2,3,2,2, , ,2,0,1,9,0.5057222,0.6983974
202076,2,180924,180924,1,0,1,3,37,2,R,3,37,,1,2,2,1, , , ,1, ,,2,1,1,3,1, ,1,1,1,1,1,2,3,1,1,2,2,1, , , , , , , ,1,1,1,1, , , , ,2,1,2,2,1,2,1,1, , ,1,1, , ,4, ,2, ,2,1,1,2,1, ,1,2, ,2,1,1, ,1,1,2,4,3, , , , , , , , , ,1,18,3,2,1,1, ,12, , ,5,5,1,3,1,2,1,2,3,1,2,2,2, , ,1,1,1,9,0.9175047,0.8357632
202078,2,180924,180924,1,0,1,3,48,1,,3,48,,1,1,2,1, , , ,1, ,,2,1,1,4,2, ,2,2,3,2,1,1,1,1,2,1,1,1, , , , , , , ,2,1,1,2, , , , ,2,3,3,2,1,1,2,2, , ,2,1, , ,2, ,1, ,1,2,1,2,1, ,2,1,2, ,2,1, ,4,2,2,1,1, , , , , ,1,1,1,2,1,22,3,1,1,3,2,2, ,2,5,4,1,3,2, ,2,3,3,4,2,1,1, , ,2,0,1,1,1.0577033,1.3407094
202079,2,180924,180924,1,0,1,3,48,2,S,3,48,,2,1,2,1, , , ,1, ,,2,2,2,1,2, ,1,1,2,1,1,1,1,2,1,1,2,1, , , , , , , ,2,2,2,2, , , , ,3,2,3,2,2,1,2,2, , ,3,3, , ,1, ,2, ,1,1,1,1,2, ,2,1,2, ,3,2, ,1,1,3,2,2, , , , , , , , , ,2,63,4,2,2,2, ,12, , ,3,4,1,3,2, ,2,4,3,5,2,2,2, , ,1,1,1,9,1.6482201,1.360712
202084,2,180924,180924,1,0,1,3,5,1,S,3,5,,1,2,2,2, , , ,1, ,,2,2,2,2,2, ,2,2,2,1,1,1,1,1,1,1,1,2, , , , , , , ,2,2,2,2, , , , ,4,3,3,5,2,1,2,2, , ,1,2, , ,1, ,3, ,2,1,1,1,2, ,2,1,1, ,3,9, ,1,1,2,1,9, , , , , , , , , ,1,38,8,2,2,2, ,1, ,1,4,6,1,2, , ,2,3,4,4,4,3,3, , ,1,1,1,9,0.7208037,0.8381784
202086,2,180924,180924,1,0,1,3,37,2,S,3,37,,4,2,2,2, , , ,1, ,,2,2,2,2,2, ,1,1,2,2,1,1,1,2,2,1,1,2, , , , , , , ,2,2,2,2, , , , ,2,3,1,2,1,1,2,2, , ,1,2, , ,1, ,1, ,1,1,1,1,2, ,2,1,2, ,2,2, ,2,2,3,2,2, , , , , , , , , ,2,48,7,2,1,1, ,1, ,2,4,9,1,3,2, ,2,3,3,4,4,2,2, , ,1,1,1,9,0.7884225,0.5742122
202087,2,180924,180924,1,0,1,3,51,5,U,3,51,,5,1,2,1, , , ,1, ,,2,2,2,2,2, ,1,1,2,1,2,1,3,1,1,2,2,1, , , , , , , ,2,2,2,2, , , , ,3,3,3,5,1,1,2,2, , ,2,2, , ,1, ,2, ,1,1,1,1,2, ,2,1,1, ,3,2, ,2,1,3,2,2, , , , , , , , , ,1,38,8,2,2,2, ,12, , ,4,5,2,2, , ,2,5,5,5,4,2,2, , ,2,0,1,1,0.8626196,1.291743
202089,2,180924,180924,1,0,1,3,12,4,S,3,12,,4,2,2,1, , , ,1, ,,2,2,2,2,2, ,3,1,2,1,1,1,1,1,1,1,1,1, , , , , , , ,2,2,2,2, , , , ,3,2,3,5,2,1,2,2, , ,2,2, , ,1, ,2, ,2,1,1,1,2, ,2,1,2, ,2,2, ,1,1,3,2,3, , , , , , , , , ,2,66,6,1,1,3,3,12, , ,5,4,1,2, , ,2,3,4,4,1, ,1, , ,2,0,1,9,0.3732442,0.365604
202092,2,180924,180924,1,0,1,3,47,3,U,3,47,,3,2,1,1, , , ,1, ,,2,1,1,4,1, ,2,2,1,1,1,1,1,1,1,1,9,1, , , , , , , ,1,1,1,1, , , , ,1,1,9,1,1,1,1,1, , ,1,1, , ,9, ,1, ,9,1,1,5,5, ,1,1,2, ,2,9, ,2,1,2,4,3, , , , , , , , , ,1,33,3,2,1,1, ,11,1,2,4,5,3,3,9, ,9,2,3, ,3,3,3, , ,2,0,1,9,1.5566088,1.7178987
202093,2,180924,180924,1,0,1,3,22,1,S,3,22,,1,2,2,2, , , ,1, ,,2,2,1,2,1, ,1,9,3,1,1,1,1,1,2,1,3,2, , , , , , , ,1,1,1,1, , , , ,4,1,4,1,1,2,1,1, , ,1,1, , ,2, ,2, ,2,1,1,2,1, ,1,1,2, ,1,1, ,3,1,2,4,4, , , , , , , , , ,1,22,3,2,1,1, ,13, ,1,5,7,3,1, ,2,1,1,1,1,7,4,3, , ,2,0,1,9,1.0746873,1.1005559
202096,2,180924,180924,5,0,2,4,6,2,U,4,6,,2,1,1,4, , , ,1, ,,2,2,2,3,9,2,2,1,3,1,1,1,1,1,2,1,1,1, , , , , , , ,2,1,1,2, , , , ,3,1,3,2,2,2,2,2, , ,2,2, , ,2, ,2, ,2,1,1,2,2, ,2,1,1, ,2,2, ,2,2,3,1,3, , , , , , , , , ,2,48,1,1,5,3,3,13, ,2,3,3,3,2, , ,2,2,4,4,3,3,3, , ,2,0,1,9,1.8087172,2.0563195
202102,2,180924,180924,3,0,1,4,6,5,U,4,6,,5,1,2,1, , , ,1, ,,2,2,2,1,2, ,1,1,3,2,1,1,1,1,1,1,1,1, , , , , , , ,2,2,2,2, , , , ,4,2,3,2,2,1,4,4, , ,2,2, , ,1, ,3, ,1,2,5,1,2, ,2,1,1, ,3,2, ,2,1,3,2,3, , , , , ,3,2,3,9,1,49,4,2,1,1, ,2, ,2,6,4,1,2, , ,2,5,5,5,1, ,1, , ,2,0,1,9,0.8916623,1.3689465
202107,2,180924,180924,7,0,2,4,4,3,U,4,4,,3,2,1,1, , , ,1, ,,2,2,2,4,2, ,2,2,3,1,1,1,1,1,1,2,3,1, , , , , , , ,2,2,2,2, , , , ,2,1,2,1,2,1,2,2, , ,2,2, , ,2, ,1, ,2,1,1,1,2, ,2,1,1, ,3,9, ,3,1,4,1,1, , , , , , , , , ,1,38,2,1,5,3,3,3, ,1,2,3,3,2, , ,2,2,4,4,6,3,3, , ,2,0,1,9,0.6497962,0.9815536
202109,2,180924,180924,6,0,1,4,6,1,S,4,6,,1,1,2,1, , , ,1, ,,2,2,2,3,2, ,1,2,3,1,1,2,4,3,1,2,2,1, , , , , , , ,2,1,2,2, , , , ,2,2,3,2,2,1,2,4, , ,4,2, , ,1, ,3, ,1,1,1,1,2, ,1,1,1, ,3,2, ,2,1,3,3,2, , , , , , , , , ,1,29,5,2,1,1, ,12, , ,5,6,1,3,2, ,2,3,3,4,2,2,2, , ,2,0,1,9,0.9639864,1.2938997
202110,2,180924,180924,4,0,1,4,8,3,U,4,8,,3,2,2,1, , , ,1, ,,2,9,2,3,1, ,2,1,3,1,3,1,3,3,2,3,2,2, , , , , , , ,2,2,2,2, , , , ,2,3,2,2,2,2,1,3, , ,1,4, , ,2, ,3, ,2,2,1,1,2, ,2,2, ,2,2,1, ,2,1,2,3,8, , , , , , , , , ,1,40,3,2,1,1, ,9, , ,4,8,1,3,1,2,1,3,3,2,3,2,2, , ,2,0,1,9,2.2722653,2.2893887
202112,2,180924,180924,6,0,1,4,30,1,R,4,30,,1,2,2,1, , , ,1, ,,2,1,1,1,1, ,2,2,1,2,1,1,1,2,1,4,2,2, , , , , , , ,1,1,1,9, , , , ,3,1,2,1,2,2,1,1, , ,2,2, , ,2, ,1, ,2,2,1,2,1, ,1,2, ,2,3,1, ,3,2,2,3,2, , , , , , , , , ,1,58,8,2,1,1, ,1, ,2,3,8,1,3,1,1,1,1,3,1,3,3,3, , ,1,1,1,9,0.4559261,0.4464734
202113,2,180924,180924,6,0,1,4,32,2,U,4,32,,2,1,2,1, , , ,1, ,,2,1,1,2,3,1,1,2,1,1,2,2,1,1,1,2,4,1, , , , , , , ,1,1,1,1, , , , ,1,1,1,2,1,1,1,4, , ,1,1, , ,4, ,1, ,2,2,2,2,1, ,2,1,1, ,3,9, ,3,1,2,3,8, , , , , , , , , ,1,47,3,2,1,1, ,1, ,1,3,7,1,3,1,1,1,3,3,2,5,3,3, , ,2,0,1,1,1.5100315,1.4825332
202114,2,180924,180924,6,0,1,4,6,5,S,4,6,,5,2,2,1, , , ,1, ,,2,2,2,3,2, ,1,1,2,1,2,1,1,2,2,2,2,2, , , , , , , ,2,2,2,2, , , , ,3,2,3,5,2,3,2,4, , ,9,2, , ,1, ,2, ,1,1,1,1,2, ,2,1,2, ,3,2, ,2,1,4,2,2, , , , , , , , , ,2,28,6,2,3,4, ,1, ,1,3,7,3,3,2, ,2,4,3,5,1, ,1, , ,2,0,1,9,1.1650702,1.5099515
202116,2,180924,180924,5,0,1,4,6,2,S,4,6,,2,1,2,1, , , ,1, ,,2,2,1,1,1, ,2,1,3,2,4,1,4,2,1,4,4,4, , , , , , , ,2,1,2,2, , , , ,3,3,1,2,1,2,1,4, , ,1,1, , ,1, ,1, ,2,1,1,2,5, ,1,2, ,2,3,1, ,3,1,3,4,3, , , , , , , , , ,1,32,6,2,1,1, ,1, ,2,1,6,1,3,1,2,1,2,3,1,4,2,2, , ,1,1,1,9,0.3881922,0.4526266
202117,2,180924,180924,4,0,1,4,49,2,U,4,49,,2,1,2,1, , , ,1, ,,2,2,2,2,2, ,1,1,2,2,1,1,1,3,3,1,1,1, , , , , , , ,2,2,2,2, , , , ,4,3,3,5,9,1,2,2, , ,2,4, , ,1, ,2, ,1,1,1,1,2, ,2,1,1, ,2,2, ,1,1,4,2,2, , , , , , , , , ,2,28,6,2,1,1, ,10, , ,6,3,2,2, , ,2,5,5,5,2,2,2, , ,2,0,1,9,0.7413767,1.0273901
202121,2,180924,180924,8,0,2,3,48,5,U,3,48,,5,2,1,4, , , ,1, ,,2,2,2,1,2, ,1,1,3,1,1,1,1,1,1,1,2,1, , , , , , , ,2,2,2,2, , , , ,3,1,3,1,2,2,1,2, , ,1,2, , ,2, ,2, ,2,2,1,2,2, ,2,1,1, ,2,1, ,4,2,3,1,2, , , , , ,2,3,1,2,2,34,3,1,1,3,3,2, ,2,3,5,2,3,1,2,1,5,3,2,3,2,2, , ,2,0,1,9,1.6728951,2.005524
202127,2,180924,180924,8,0,2,4,6,5,S,4,6,,5,1,1,1, , , ,1, ,,2,1,2,4,9,2,3,2,3,2,1,1,2,1,2,2,3,2, , , , , , , ,1,1,1,2, , , , ,1,3,4,5,1,2,2,2, , ,2,2, , ,4, ,2, ,1,1,2,1,1, ,2,1,1, ,3,2, ,3,2,4,1,1, , , , , ,2,1,2,2,1,47,1,1,5,3,3,2, ,2,2,2,3,3,2, ,2,3,3,4,5,2,2, , ,2,0,1,9,1.475308,2.2898419
202128,2,180924,180924,4,0,2,4,8,1,,4,8,,1,2,1,1, , , ,1, ,,2,2,2,3,9,9,2,2,3,2,1,1,1,2,3,1,2,3, , , , , , , ,2,1,2,2, , , , ,3,1,4,3,2,1,9,2, , ,9,9, , ,1, ,2, ,2,1,1,9,2, ,2,2, ,2,3,2, ,2,2,4,2,2, , , , , ,2,2,2,2,2,24,6,1,5,3,3,2, ,2,4,3,3,9,9, ,9,2,9, ,4,2,2, , ,2,0,1,9,0.3756141,0.624656
202129,2,180924,180924,9,0,2,4,41,2,S,4,41,,4,2,1,1, , , ,1, ,,2,2,2,3,2, ,1,1,3,1,1,1,4,1,1,1,1,1, , , , , , , ,2,1,2,2, , , , ,1,1,3,2,2,2,2,2, , ,2,2, , ,1, ,2, ,1,1,2,2,1, ,1,1,1, ,2,2, ,4,2,4,2,4, , , , , , , , , ,1,48,3,1,9,3,3,12, , ,4,4,3,2, , ,2,3,4,4,4,4,3, , ,2,0,1,1,1.0524623,1.4766011
202130,2,180924,180924,8,0,2,4,6,5,S,4,6,,5,2,1,1, , , ,1, ,,2,2,2,3,3,2,2,1,2,1,1,1,1,1,1,1,1,1, , , , , , , ,2,2,2,2, , , , ,4,3,3,3,2,1,2,2, , ,2,2, , ,1, ,2, ,2,1,2,1,1, ,2,1,2, ,2,2, ,4,2,4,2,1, , , , , ,1,4,1,1,1,29,3,1,1,3,3,2, ,2,2,5,3,3,2, ,2,3,3,4,3,2,2, , ,2,0,1,9,0.7582451,1.1029658
300001,2,180919,180919,1,0,1,1,36,4,S,1,36,,4,1,1,1, , , ,2, ,,2,1,1,4,1, ,1,1,1,1,1,1, , , , , , ,1,3,3,1,1,1,2, , , , ,1,1,1,1,2,1,3,2,1, , , ,1,1, , ,9,1, ,3, ,1,2,1,1, ,1,2,1,1,9, ,3, ,1,2,2,1,4,2,1,4,1,9,2,3,3,3,3,1,65,5,1,5,3,1,2, ,2,6,10,1,1, ,1,1,3,2,2,9,9,2, , ,1,1,1,9,0.3124466,0.2808725
300002,2,180919,180919,1,0,1,1,36,4,S,1,36,,4,2,1,4, , , ,2, ,,2,1,1,2,1, ,1,1,1,2,2,1, , , , , , ,1,1,1,2,2,1,2, , , , ,1,1,1,1,1,1,1,2,1, , , ,1,2, , ,1,2, ,1, ,1,1,1,1, ,1,1,1,1,1, ,3, ,1,2,2,1,4,3,1,4,2,1,1,3,4,3,3,1,99,7,1,5,3,1,2, ,2,4,10,1,2, , ,2,3,4,4,6,6,3, , ,1,1,1,9,0.3012986,0.2808725
300003,2,180919,180919,1,0,1,3,12,4,S,3,12,,4,2,1,1, , , ,1, ,,2,2,2,2,2, ,1,1,2,1,1,1,1,1,1,2,1,1, , , , , , , ,2,2,2,2, , , , ,4,3,3,5,2,1,2,2, , ,2,1, , ,1, ,2, ,1,1,1,2,2, ,2,2, ,2,3,1, ,1,2,4,1,1,1,2,4, , , , , , ,2,45,5,1,5,3,3,12, , ,4,6,1,2, , ,2,5,5,5,4,3,3, , ,1,1,1,1,1.4349075,1.5310158
300004,2,180919,180919,1,0,1,3,45,2,U,3,45,,2,2,1,3, , , ,1, ,,2,2,2,4,2, ,1,1,2,1,1,1,2,1,1,1,1,1, , , , , , , ,2,2,2,9, , , , ,2,3,3,2,2,1,2,2, , ,1,2, , ,1, ,2, ,1,1,1,2,2, ,2,1,2, ,3,2, ,2,2,3,1,2,2,2,9, , , , , , ,2,50,4,2,9,9, ,12, , ,1,4,3,3,9, ,9,3,3, ,5,2,2, , ,2,0,1,9,1.2900805,1.1611019
300005,2,180919,180919,2,0,1,3,12,3,U,3,12,,3,2,1,4, , , ,2, ,,2,2,2,4,9,2,3,1,2,2,1,9, , , , , , ,2,3,1,1,2,9,3, , , , ,2,2,2,2,3,2,3,2,2, , , ,2,2, , ,2,1, ,4, ,2,5,1,1, ,2,2,2,1,1, ,3, ,2,2,1,3,2,3,2,4,4,2,9, , , , ,2,21,4,1,1,3,1,11,2, ,6,10,2,3,2, ,2,4,3,5,2,2,2, , ,2,0,1,9,0.8415241,1.6236456
300006,2,180919,180919,1,0,1,3,12,4,,3,12,,4,1,1,1, , , ,2, ,,2,2,9,4,9,9,9,9,9,1,1,1, , , , , , ,1,9,4,1,3,9,2, , , , ,2,1,9,9,4,9,4,1,9, , , ,9,2, , ,1,9, ,9, ,2,9,9,9, ,1,2,2,1,1, ,9, ,9,2,2,5,5,5,3,9,9,9,9, , , , ,1,27,2,2,2,2, ,8, , ,1,1,9,9,9, ,9,9,9,9,9,9,2, , ,2,0,1,9,2.2306651,2.5463809
300007,2,180919,180919,2,0,1,3,12,4,S,3,12,,4,2,1,3, , , ,2, ,,2,2,2,4,2, ,1,1,2,1,1,1, , , , , , ,1,2,1,1,1,2,2, , , , ,2,2,2,1,3,2,4,1,1, , , ,2,2, , ,2,2, ,1, ,2,2,2,1, ,2,2,2,2, ,2,2, ,1,1,1,1,2,4,3,1,4,1,2, , , , ,1,22,3,1,2,3,1,12, , ,6,4,1,2, , ,2,3,4,4,5,2,2, , ,2,0,1,1,0.4504455,0.7800121
300008,2,180924,180919,7,0,1,1,25,3,S,1,25,,4,2,1,1, , , ,1, ,,2,2,2,2,2, ,2,2,2,1,1,1,2,1,1,1,3,1, , , , , , , ,2,2,2,2, , , , ,3,2,3,3,2,1,1,2, , ,2,2, , ,1, ,2, ,2,2,2,1,1, ,1,1,1, ,1,2, ,1,1,3,2,2, , , , , , , , , ,1,60,3,2,1,1, ,12, , ,5,5,1,3,1,2,1,2,3,1,3,3,3, , ,2,0,1,1,1.8264564,1.5788533
300011,2,180919,180919,1,0,1,1,34,5,S,3,12,,4,1,1,1, , , ,1, ,,2,1,1,4,9,2,9,2,2,1,3,1,4,1,4,3,4,1, , , , , , , ,2,2,2,2, , , , ,3,2,3,2,2,9,9,2, , ,1,2, , ,1, ,9, ,1,9,1,1,1, ,2,1,1, ,1,9, ,4,2,3,2,5,3,4,3, , , , , , ,1,24,6,2,3,4, ,9, , ,6,2,3,3,2, ,2,3,3,4,3,3,3, , ,2,0,1,1,0.6477324,0.9257568
300014,2,180919,180919,1,0,1,3,12,4,U,3,24,,2,1,1,1, , , ,2, ,,2,2,2,1,2, ,1,1,2,1,1,3, , , , , , ,2,1,1,3,2,1,2, , , , ,2,2,2,2,2,2,1,2,2, , , ,2,2, , ,2,2, ,4, ,1,1,1,1, ,2,1,1,1,1, ,3, ,2,2,1,4,2,1,1,1,3,1,1,1,3,2,2,1,26,6,1,5,3,1,2, ,2,4,7,1,3,2, ,2,2,3,4,1, ,1, , ,2,0,1,9,0.3012986,0.319282
300016,2,180923,180919,5,1,2,3,24,4,,3,24,,4,2,1,4, , , ,1, ,,2,1,2,3,2, ,2,9,2,2,1,1,1,1,1,1,1,1, , , , , , , ,2,9,1,2, , , , ,2,2,4,9,9,9,2,4, , ,4,9, , ,1, ,9, ,2,2,9,9,9, ,2,1,9, ,1,9, ,2,2,3,1,1,3,4,4, , , , , , ,1,37,2,1,9,3,2,13, ,2,6,2,3,3,2, ,2,1,3,4,1, ,1, , ,2,0,1,9,1.589784,2.2665297
300017,2,180919,180919,2,0,2,3,11,5,U,3,24,,4,2,1,3, , , ,1, ,,2,2,2,3,2, ,2,1,2,1,1,1,1,1,1,1,1,1, , , , , , , ,2,2,2,1, , , , ,3,3,3,9,1,1,2,4, , ,3,2, , ,2, ,1, ,2,1,1,1,2, ,2,2, ,2,3,2, ,2,1,4,1,4,1,3,4, , ,3,4,4,3,1,60,6,1,1,3,3,2, ,2,5,7,3,3,2, ,2,2,3,4,4,4,3, , ,2,0,1,9,0.3012986,0.3775074
300018,2,180921,180919,3,0,1,1,36,2,R,1,36,,2,2,1,1, , , ,2, ,,2,2,2,1,2, ,1,1,2,1,1,1, , , , , , ,2,1,1,1,1,1,1, , , , ,2,2,9,1,2,9,2,2,1, , , ,2,2, , ,1,2, ,2, ,1,9,2,1, ,2,1,2,1,2, ,3, ,1,1,9,2,2,2,1,1,3,2,2, , , , ,1,80,6,9,1,1, ,1, ,2,4,6,1,5,2, ,2,2,9,4,1, ,1, , ,1,1,1,9,0.3895414,0.2808725
300020,2,180919,180919,1,0,1,3,12,4,U,3,12,,4,2,1,1, , , ,2, ,,2,2,2,2,2, ,1,1,2,1,2,2, , , , , , ,2,1,2,1,2,2,1, , , , ,2,2,2,2,3,2,3,3,2, , , ,2,2, , ,2,2, ,3, ,2,1,1,1, ,2,1,2,1,2, ,2, ,2,3,1,4,1,2,1,1,4,2,1, , , , ,1,38,6,2,3,4, ,12, , ,6,2,1,3,2, ,2,3,3,4,3,3,3, , ,1,1,1,1,0.4128854,0.670748
300021,2,180919,180919,1,0,1,2,18,4,U,2,18,,4,2,1,4, , , ,2, ,,2,2,9,4,3,9,2,2,9,1,2,4, , , , , , ,4,3,4,3,2,2,1, , , , ,2,1,1,1,3,2,4,1,2, , , ,2,9, , ,9,9, ,4, ,2,2,2,1, ,9,9,1,2, ,2,3, ,9,4,1,8,8,4,2,9,9,9,9, , , , ,1,37,3,2,2,2, ,6, , ,9,6,3,3,9, ,9,5,3, ,5,5,3, , ,2,0,1,1,1.939677,2.5463809
300024,2,180919,180919,1,0,2,3,48,1,R,3,48,,1,2,1,4, , , ,1, ,,2,2,2,4,1, ,2,1,2,2,2,1,4,2,2,2,2,4, , , , , , , ,2,2,2,2, , , , ,4,3,4,3,1,2,2,2, , ,2,2, , ,2, ,2, ,2,2,1,1,2, ,2,1,1, ,2,2, ,4,2,4,4,1,2,4,4, , ,4,3,3,4,2,47,2,1,5,3,3,2, ,2,1,3,3,1, ,2,1,1,1,1,3,2,2, , ,2,0,1,1,2.4147066,2.2200039
300027,2,180919,180919,1,0,2,4,6,3,U,4,6,,5,2,1,4, , , ,1, ,,2,1,2,3,9,9,3,2,2,1,1,1,1,2,1,1,1,1, , , , , , , ,2,1,1,2, , , , ,1,1,3,1,9,9,9,9, , ,9,9, , ,2, ,2, ,1,2,1,1,2, ,2,1,1, ,2,1, ,2,2,2,2,2,3,3,3, , , , , , ,2,28,3,1,1,3,1,12, , ,4,1,3,4,9, ,9,4,9, ,5,2,2, , ,2,0,1,9,2.0723869,2.5463809
300029,2,180919,180919,1,0,1,3,48,3,S,3,48,,3,1,1,1, , , ,2, ,,2,1,2,2,2, ,3,2,2,1,1,1, , , , , , ,1,4,4,4,1,1,4, , , , ,2,2,1,1,2,3,3,2,2, , , ,3,3, , ,2,2, ,1, ,3,2,1,1, ,5,1,1,2, ,2,3, ,1,2,2,2,3,2,1,3,3,2,2, , , , ,1,22,5,1,5,3,1,13, ,2,6,6,1,2, , ,2,2,4,4,4,2,2, , ,2,0,1,1,0.6783808,0.976145
300030,2,180919,180919,1,0,1,4,32,1,U,4,32,,1,2,1,3, , , ,1, ,,2,2,2,2,2, ,1,1,2,1,1,1,1,1,2,1,1,1, , , , , , , ,2,2,2,2, , , , ,3,2,4,3,2,1,2,2, , ,1,1, , ,1, ,2, ,2,1,1,1,2, ,2,1,1, ,3,2, ,2,1,4,2,1,1,1,4, , , , , , ,1,32,4,1,1,3,1,12, , ,6,3,1,3,2, ,2,4,3,5,3,2,2, , ,1,1,1,9,1.2270259,1.2207511
300031,2,180920,180919,1,0,1,4,6,2,S,4,6,,5,1,1,1, , , ,2, ,,2,2,2,1,3,3,1,2,2,1,1,2, , , , , , ,1,1,2,1,2,1,1, , , , ,2,2,2,2,4,2,4,5,2, , , ,3,4, , ,3,4, ,3, ,1,2,1,1, ,1,1,2,1,1, ,3, ,2,2,1,8,8,1,1,1,4,2,2, , , , ,2,40,6,1,5,3,1,7, , ,3,9,1,3,9, ,9,4,3, ,2,2,2, , ,2,0,1,1,0.403904,0.7604043
300032,2,180920,180920,1,0,1,1,34,5,S,1,34,,5,2,1,1, , , ,1, ,,2,2,2,1,1, ,2,1,2,1,1,1,1,1,1,1,9,1, , , , , , , ,2,9,2,2, , , , ,4,9,1,9,1,1,9,9, , ,9,1, , ,1, ,2, ,2,2,2,2,2, ,2,1,2, ,2,2, ,3,1,1,3,8,1,3,4, , , , , , ,1,27,8,1,5,3,1,13, ,2,6,7,1,3,1,2,1,2,3,1,1, ,1, , ,2,0,1,1,0.6284198,0.9743224
300033,2,180920,180920,1,0,2,1,36,4,S,1,36,,4,1,1,1, , , ,2, ,,2,2,1,4,2, ,2,2,3,1,1,1, , , , , , ,1,2,1,1,1,1,1, , , , ,2,2,2,2,3,2,4,2,1, , , ,2,1, , ,3,2, ,2, ,1,2,2,2, ,2,1,2,1,1, ,2, ,1,1,2,2,1,1,2,4,4,2,2,3,1,1,4,2,32,4,1,5,3,3,2, ,1,5,5,3,3,2, ,2,2,3,4,5,4,3, , ,2,0,1,9,2.2577802,2.5463809
300034,2,180920,180920,2,0,1,3,13,4,S,3,24,,4,2,1,1, , , ,2, ,,2,2,2,3,2, ,1,1,2,2,2,1, , , , , , ,2,1,1,4,1,2,1, , , , ,2,2,2,3,2,3,2,2,2, , , ,4,4, , ,2,2, ,1, ,3,1,1,1, ,2,2,2,1,1, ,3, ,9,3,2,4,3,4,1,1,4,2,2, , , , ,1,31,6,2,3,4, ,6, , ,1,8,1,3,2, ,2,1,3,4,4,2,2, , ,2,0,1,9,0.6603542,0.9731847
