respid,sample,int_date,fcall,attempt,refusal,ilang,cregion,state,density,usr,scregion,sstate,susr,sdensity,igender,ihisp1,irace1m1,irace1m2,irace1m3,irace1m4,form,llitext,phtype,qs1,q1,q2,campnii,q7,q8,q11,q12,q13,q28a,q28b,q28c,q28df1,q28e,q28ff1,q28gf1,q28hf1,q28if1,q28jf2,q28kf2,q28lf2,q28mf2,q28nf2,q28of2,q28pf2,q33af1,q33bf1,q33cf1,q33df1,q33ef2,q33ff2,q33gf2,q33hf2,q44a,q44b,q45a,q45b,q46,q50af1,q50bf1,q50cf1,q50df2,q50ef2,q51af1,q51bf1,q51cf2,q51df2,q58,q59,q64f1,q65f2,q66a,q66b,q66c,q66df1,q66e,q66ff2,q73,q74,q74a,q74b,q75,q76,q77,q78,q79,q83a,q83b,q84,q93,q96,q97,q98,q99,q100a,q100b,q100c,q100d,sex,age,educ,hisp,racecmb,racethn,birth_hisp,relig,chr,born,attend,income,reg,party,partyln,q101,partysum,ideo,partyideo,partysumideo,hh1,hh3,adults,ql1,ql1a,qc1,ll,cp,money2,cellweight,weight
201970,2,180924,180924,6,0,1,3,51,4,R,3,24,,3,2,2,1, , , ,1, ,,2,2,2,2,2, ,1,1,3,2,1,1,2,2,2,1,1,1, , , , , , , ,2,1,2,2, , , , ,2,3,2,5,1,2,2,2, , ,1,1, , ,2, ,2, ,1,1,1,1,2, ,2,1,2, ,2,1, ,2,1,3,2,1, , , , , , , , , ,2,24,8,2,1,1, ,1, ,1,3,5,1,2, , ,2,4,5,5,2,2,2, , ,2,0,1,9,0.8982477,1.3522203
201972,2,180924,180924,5,1,1,3,37,1,R,3,37,,4,2,1,4, , , ,2, ,,2,1,1,1,1, ,1,1,1,2,4,1, , , , , , ,2,1,4,1,3,1,3, , , , ,1,1,1,1,1,1,1,1,2, , , ,1,1, , ,1,1, ,1, ,1,2,2,2, ,2,2,1,2, ,2,1, ,1,3,1,2,4,9, , , ,2,2, , , , ,1,63,6,2,1,1, ,1, ,1,5,10,1,1, ,1,1,2,1,1,2,2,2, , ,2,0,1,9,0.3012986,0.3152753
201976,2,180924,180924,7,0,1,1,36,5,U,1,36,,3,1,2,3, , , ,1, ,,2,2,2,2,2, ,1,1,2,2,1,1,1,3,2,2,2,1, , , , , , , ,2,1,2,2, , , , ,2,2,1,5,2,1,2,2, , ,2,2, , ,1, ,2, ,1,1,1,1,2, ,2,1,1, ,2,2, ,2,2,3,2,2, , , , , , , , , ,2,54,8,2,1,1, ,1, ,2,2,9,1,2, , ,2,4,5,5,3,2,2, , ,1,1,1,9,1.0715685,0.9320641
201977,2,180924,180924,6,0,1,1,33,2,R,1,33,,2,1,1,2, , , ,2, ,,2,1,1,2,1, ,3,1,3,1,1,1, , , , , , ,1,2,1,1,1,1,1, , , , ,1,1,1,1,3,1,4,2,2, , , ,2,1, , ,1,1, ,1, ,1,2,2,2, ,5,2,1,2, ,2,3, ,1,2,1,3,3,2, , , ,1,2, , , , ,1,48,3,2,1,1, ,1, ,2,5,3,1,3,1,1,1,2,3,1,3,3,3, , ,2,0,1,1,1.3419912,1.7058607
201980,2,180924,180924,5,1,1,3,24,2,S,3,24,,3,1,1,4, , , ,1, ,,2,1,1,1,1, ,3,2,1,1,1,1,1,1,1,1,2,1, , , , , , , ,1,1,1,1, , , , ,1,1,3,2,1,2,1,1, , ,1,1, , ,3, ,2, ,2,2,2,1,1, ,1,2, ,2,1,1, ,3,2,1,4,3, , , , , , , , , ,1,68,4,2,1,1, ,1, ,1,1,4,1,1, ,1,1,1,1,1,1, ,1, , ,1,1,1,9,0.58245,0.3048434
201981,2,180924,180924,6,0,1,1,36,3,U,1,36,,3,2,2,1, , , ,2, ,,2,2,2,1,2, ,2,2,2,1,1,2, , , , , , ,1,1,1,2,1,2,1, , , , ,2,2,2,1,4,3,2,5,2, , , ,2,2, , ,2,2, ,4, ,2,2,1,2, ,2,2,2,1,9, ,1, ,2,3,2,1,2,2, , , ,1,9, , , , ,2,49,5,2,2,2, ,1, ,2,1,7,1,2, , ,2,1,4,4,2,2,2, , ,1,1,1,9,2.036266,1.4467861
201984,2,180924,180924,7,0,1,3,13,3,S,3,13,,4,2,2,1, , , ,2, ,,2,1,9,2,1, ,2,1,3,1,2,2, , , , , , ,2,1,2,3,2,2,1, , , , ,2,2,2,9,1,3,1,2,1, , , ,2,4, , ,1,2, ,3, ,3,1,1,1, ,1,1,1,9, , ,3, ,2,3,2,3,3,8, , , ,2,1, , , , ,1,46,7,2,1,1, ,1, ,1,3,9,1,1, ,2,1,2,1,1,6,2,2, , ,1,1,1,9,0.445635,0.422754
201986,2,180924,180924,6,0,1,1,36,5,U,1,36,,5,1,2,1, , , ,1, ,,2,2,2,1,2, ,3,1,2,1,1,4,4,2,4,1,2,1, , , , , , , ,2,2,2,2, , , , ,1,3,3,2,2,1,2,2, , ,2,2, , ,1, ,2, ,2,1,1,1,2, ,2,1,2, ,2,2, ,1,1,4,2,2, , , , , , , , , ,1,56,4,2,2,2, ,1, ,2,6,10,1,2, , ,2,3,4,4,1, ,1, , ,1,1,1,1,2.2595975,1.6985047
201987,2,180924,180924,7,0,1,3,24,5,U,1,36,,3,2,2,1, , , ,2, ,,2,2,2,4,2, ,2,1,2,1,1,1, , , , , , ,1,1,1,1,1,1,4, , , , ,2,2,2,1,3,3,3,5,1, , , ,2,2, , ,1,2, ,1, ,2,1,1,1, ,1,1,2,1,2, ,2, ,2,1,1,4,1,8, , , ,2,1, , , , ,1,59,3,2,1,1, ,12, , ,6,9,1,3,2, ,2,5,3,5,3,3,3, , ,9,0,1,1,1.5982811,1.9772049
201990,2,180924,180924,6,0,1,1,25,2,S,1,25,,3,1,2,1, , , ,2, ,,2,1,1,1,1, ,1,1,1,1,1,1, , , , , , ,1,1,4,3,2,1,4, , , , ,9,1,1,1,1,1,1,1,1, , , ,1,1, , ,1,1, ,1, ,9,1,2,1, ,1,2,1,2, ,1,1, ,1,4,2,2,4,3, , , ,2,2, , , , ,1,46,6,2,3,4, ,12, , ,3,8,1,3,1,1,1,2,3,1,4,4,3, , ,2,0,1,9,0.5600539,0.6988118
201991,2,180924,180924,7,0,1,1,42,4,S,1,42,,4,1,2,1, , , ,2, ,,2,2,2,2,2, ,3,1,3,2,2,2, , , , , , ,2,1,2,2,2,2,2, , , , ,2,2,2,3,3,2,3,2,1, , , ,2,2, , ,2,2, ,4, ,2,1,1,1, ,2,2,2,1,1, ,3, ,2,2,1,3,2,2, , , ,2,2, , , , ,2,57,5,2,1,1, ,10, , ,6,6,1,2, , ,2,3,4,4,2,2,2, , ,2,0,1,9,0.879241,0.9738183
201997,2,180924,180924,7,0,1,2,26,4,S,2,26,,4,1,2,1, , , ,1, ,,2,2,2,1,2, ,1,1,2,2,1,1,1,3,4,2,1,2, , , , , , , ,2,2,2,2, , , , ,2,2,2,2,2,1,2,2, , ,2,2, , ,1, ,2, ,1,1,1,1,2, ,2,1,1, ,2,2, ,1,1,3,2,8, , , , , ,9,9,9,9,1,46,8,2,1,1, ,2, ,2,2,8,1,2, , ,2,5,5,5,4,2,2, , ,2,0,1,9,0.5088417,0.6504752
201998,2,180924,180924,6,0,1,2,26,2,U,2,26,,2,1,2,1, , , ,2, ,,2,2,2,2,2, ,3,2,3,2,1,2, , , , , , ,4,2,2,2,1,2,2, , , , ,2,2,3,2,4,2,2,3,2, , , ,2,4, , ,4,4, ,2, ,2,1,1,1, ,5,1,2,1,9, ,3, ,2,3,2,4,2,8, , , ,1,2,3,3,3,3,1,60,4,2,1,1, ,2, ,2,2,10,1,2, , ,2,2,4,4,2,2,2, , ,2,0,1,9,0.4778684,0.5782819
202000,2,180924,180924,6,0,1,2,39,3,U,2,39,,3,2,2,1, , , ,1, ,,2,1,1,3,2, ,2,2,3,2,2,2,2,1,2,1,2,2, , , , , , , ,2,1,2,1, , , , ,3,1,4,2,1,1,1,2, , ,2,1, , ,2, ,2, ,2,1,1,2,2, ,1,1,2, ,1,2, ,9,1,2,2,2, , , , , , , , , ,1,56,3,2,1,1, ,1, ,1,4,2,1,3,2, ,2,2,3,4,2,2,2, , ,2,0,1,1,1.5670254,1.4365725
202005,2,180924,180924,6,0,1,1,42,4,S,1,42,,4,2,2,1, , , ,1, ,,2,2,2,2,2, ,3,2,3,2,1,1,1,1,2,1,2,1, , , , , , , ,2,1,1,2, , , , ,1,3,2,2,2,1,2,2, , ,2,2, , ,1, ,2, ,1,1,1,1,1, ,2,1,2, ,2,1, ,2,1,3,2,4, , , , , , , , , ,2,55,3,2,2,2, ,1, ,1,6,2,1,2, , ,2,5,5,5,1, ,1, , ,2,0,1,9,2.6046013,2.5463809
202006,2,180924,180924,4,0,1,3,1,3,S,3,28,,2,2,2,1, , , ,2, ,,2,2,2,2,2, ,1,1,2,1,1,4, , , , , , ,2,1,1,1,1,1,1, , , , ,2,2,1,2,2,2,2,2,2, , , ,2,2, , ,2,2, ,4, ,2,1,1,1, ,2,1,2,1,1, ,2, ,2,1,1,4,2,2, , , ,2,2, , , , ,1,29,6,2,1,1, ,9, , ,5,9,2,2, , ,2,4,5,5,5,4,3, , ,2,0,1,9,0.4774275,0.6448216
202010,2,180924,180924,6,0,1,2,17,5,U,2,17,,5,2,2,1, , , ,1, ,,2,2,2,4,9,9,2,2,3,1,1,1,4,3,2,1,1,1, , , , , , , ,1,1,9,9, , , , ,9,1,4,1,2,3,3,3, , ,3,2, , ,4, ,2, ,2,2,1,2,2, ,2,1,2, ,2,9, ,9,9,2,2,1, , , , , , , , , ,1,18,3,1,2,3,3,12, , ,5,2,3,4,9, ,9,3,9, ,7,7,3, , ,2,0,1,9,0.6439619,0.9843159
202015,2,180924,180924,6,0,1,3,5,2,U,3,5,,2,1,2,1, , , ,1, ,,2,2,1,3,1, ,1,2,3,1,2,1,1,1,2,3,2,3, , , , , , , ,1,1,1,1, , , , ,2,3,2,3,1,1,1,1, , ,1,1, , ,3, ,1, ,2,2,1,1,1, ,1,2, ,2,3,1, ,4,2,2,2,2, , , , , , , , , ,2,59,6,2,9,9, ,1, ,1,1,7,1,3,1,2,1,2,3,1,2,2,2, , ,2,0,1,9,0.6613212,0.6553649
202016,2,180924,180924,7,0,1,3,22,2,R,3,22,,4,1,2,1, , , ,2, ,,2,1,1,3,2, ,1,9,1,1,1,2, , , , , , ,1,2,2,1,1,1,1, , , , ,1,2,2,1,4,2,4,5,2, , , ,2,1, , ,1,1, ,2, ,2,2,1,1, ,1,2,2,1,2, ,2, ,2,3,2,3,3,4, , , ,1,1, , , , ,2,63,2,2,1,1, ,12, , ,6,1,1,2, , ,2,2,4,4,1, ,1, , ,2,0,1,1,2.6046013,2.202594
202017,2,180924,180924,7,0,1,3,48,5,,3,48,,5,1,2,1, , , ,1, ,,2,1,2,2,1, ,2,2,2,1,1,1,1,1,1,1,3,2, , , , , , , ,2,1,2,2, , , , ,4,3,3,2,2,1,2,1, , ,2,2, , ,1, ,2, ,2,2,2,2,2, ,2,1,2, ,3,2, ,3,2,4,1,3, , , , , , , , , ,1,19,4,2,2,2, ,13, ,1,4,4,1,3,2, ,2,5,3,5,3,2,2, , ,2,0,1,9,2.6046013,2.5463809
202020,2,180924,180924,6,0,1,1,9,3,S,1,9,,4,1,2,1, , , ,2, ,,2,9,2,2,2, ,3,2,3,2,1,2, , , , , , ,1,1,1,1,1,1,2, , , , ,2,2,2,2,2,3,1,2,1, , , ,2,2, , ,2,2, ,2, ,3,1,1,5, ,5,1,1,1,2, ,3, ,2,2,1,3,3,8, , , ,1,2, , , , ,1,64,6,2,1,1, ,1, ,2,5,2,1,2, , ,2,4,5,5,1, ,1, , ,1,1,1,9,0.3120614,0.2808725
202021,2,180924,180924,7,0,1,3,12,2,U,1,42,,5,2,1,1, , , ,1, ,,2,2,2,1,2, ,1,1,2,1,1,1,1,1,1,1,1,1, , , , , , , ,2,2,2,2, , , , ,1,3,1,2,2,1,2,2, , ,1,2, , ,1, ,2, ,2,1,1,1,2, ,2,2, ,2,2,2, ,1,1,4,1,2, , , , , , , , , ,2,69,8,2,1,1, ,12, , ,4,9,1,2, , ,2,3,4,4,2,2,2, , ,1,1,1,9,0.4409797,0.3101684
202022,2,180924,180924,7,0,1,1,34,4,S,1,34,,4,2,2,1, , , ,2, ,,2,1,1,1,1, ,1,1,1,1,1,1, , , , , , ,2,1,1,1,1,1,1, , , , ,2,1,1,1,3,1,1,2,1, , , ,1,1, , ,1,1, ,1, ,2,2,2,1, ,2,2,2,2, ,2,3, ,1,2,2,1,4,2, , , ,2,2, , , , ,2,73,6,2,1,1, ,1, ,2,3,5,1,1, ,2,1,2,1,1,2,2,2, , ,1,1,1,9,0.7208777,0.449876
202023,2,180924,180924,6,0,1,1,36,1,R,1,36,,3,2,1,1, , , ,2, ,,2,2,2,1,2, ,1,1,2,1,2,1, , , , , , ,2,1,1,1,1,1,1, , , , ,2,2,2,1,3,2,2,3,2, , , ,2,2, , ,2,2, ,2, ,3,1,1,1, ,2,2,1,1,2, ,3, ,2,1,1,3,2,2, , , ,2,2, , , , ,2,67,5,2,1,1, ,1, ,2,4,9,1,2, , ,2,4,5,5,2,2,2, , ,1,1,1,9,1.0208406,0.5127172
202024,2,180924,180924,6,0,1,1,36,2,S,1,36,,2,1,2,1, , , ,2, ,,2,2,2,1,2, ,1,1,2,1,2,1, , , , , , ,2,1,1,1,2,1,2, , , , ,2,2,2,2,1,3,1,2,2, , , ,2,2, , ,1,2, ,4, ,1,1,1,1, ,2,1,2,1,2, ,2, ,2,1,1,4,1,2, , , ,2,2, , , , ,1,31,8,2,3,4, ,12, , ,3,9,1,2, , ,2,3,4,4,4,4,3, , ,1,1,1,9,0.6697225,0.5925733
202027,2,180924,180924,6,0,1,3,12,2,S,3,12,,2,1,2,1, , , ,1, ,,2,2,2,1,2, ,1,1,2,1,1,3,1,2,1,1,1,1, , , , , , , ,2,2,2,2, , , , ,3,3,3,2,1,1,2,2, , ,2,2, , ,1, ,2, ,1,2,1,1,2, ,2,1,1, ,2,2, ,1,1,4,2,2, , , , , , , , , ,1,62,8,2,1,1, ,12, , ,6,10,1,2, , ,2,4,5,5,3,3,3, , ,1,1,1,9,0.5132716,0.4845774
202028,2,180924,180924,5,0,1,3,48,2,S,3,48,,5,1,2,1, , , ,1, ,,2,1,1,2,2, ,1,2,3,3,1,2,3,2,3,2,2,2, , , , , , , ,2,1,1,1, , , , ,2,3,2,2,1,1,2,2, , ,1,1, , ,3, ,2, ,2,1,2,1,1, ,1,1,1, ,2,2, ,1,1,3,2,2, , , , , , , , , ,2,46,8,2,1,1, ,1, ,1,3,6,1,2, , ,2,3,4,4,3,2,2, , ,2,0,1,1,0.7884225,0.7110111
202029,2,180924,180924,4,0,1,3,5,1,R,3,5,,2,1,2,3, , , ,2, ,,2,1,1,1,1, ,1,1,1,1,2,1, , , , , , ,1,1,1,1,1,2,1, , , , ,1,1,1,1,1,1,2,5,1, , , ,1,1, , ,1,1, ,3, ,1,1,2,2, ,2,2,1,2, ,2,3, ,9,3,1,2,4,3, , , ,1,1, , , , ,1,77,5,2,4,4, ,1, ,1,4,4,1,3,1,1,1,2,3,1,2,2,2, , ,2,0,1,9,1.1239655,1.1644325
202030,2,180924,180924,5,0,1,3,48,5,U,3,48,,5,2,2,2, , , ,2, ,,2,2,2,1,2, ,1,1,2,1,1,1, , , , , , ,1,1,1,2,1,1,2, , , , ,2,1,2,1,3,2,4,2,2, , , ,2,2, , ,2,2, ,3, ,2,1,1,1, ,2,1,2,1,2, ,2, ,2,2,1,3,2,2, , , ,1,9,2,3,2,2,2,74,6,1,4,3,1,2, ,2,3,6,1,2, , ,2,4,5,5,3,1,1, , ,2,0,1,9,0.5216091,0.4525518
202033,2,180924,180924,5,0,1,3,47,2,S,3,47,,4,2,2,1, , , ,2, ,,2,2,2,2,9,2,3,1,3,1,2,1, , , , , , ,2,2,1,1,2,2,1, , , , ,2,2,2,1,2,3,3,2,2, , , ,4,1, , ,2,2, ,4, ,3,2,2,1, ,2,2,1,1,2, ,2, ,2,2,1,3,2,8, , , ,1,1, , , , ,2,50,6,2,1,1, ,1, ,1,2,9,1,3,2, ,2,3,3,4,4,4,3, , ,2,0,1,9,0.5057222,0.6983974
202034,2,180924,180924,7,0,1,4,6,1,S,4,8,,3,1,2,1, , , ,1, ,,2,9,1,3,1, ,2,1,3,1,1,1,1,1,3,2,1,2, , , , , , , ,1,1,1,1, , , , ,1,9,2,2,1,2,1,1, , ,1,1, , ,2, ,1, ,2,2,1,2,1, ,1,9, , ,3,1, ,2,1,2,4,2, , , , , , , , , ,1,25,6,1,5,3,1,1, ,9,1,6,3,1, ,2,1,2,1,1,2,2,2, , ,2,0,1,9,0.4030636,0.5552171
202035,2,180924,180924,6,0,1,3,5,1,R,3,5,,1,2,2,2, , , ,2, ,,2,2,2,2,2, ,1,1,2,2,1,3, , , , , , ,2,3,1,2,1,2,2, , , , ,2,2,2,2,3,2,2,3,2, , , ,2,2, , ,2,2, ,2, ,2,1,2,1, ,2,2,2,1,1, ,2, ,2,2,1,3,2,2, , , ,9,9, , , , ,2,51,6,2,1,1, ,1, ,1,5,6,1,2, , ,2,9,9,9,4,3,3, , ,2,0,1,9,0.4345872,0.6617475
202038,2,180924,180924,6,0,1,3,54,2,S,3,54,,2,1,2,3, , , ,2, ,,2,2,2,1,2, ,1,1,2,2,1,2, , , , , , ,2,1,1,1,1,2,1, , , , ,2,2,2,2,2,2,3,3,2, , , ,2,2, , ,2,2, ,4, ,2,1,1,1, ,2,1,2,1,1, ,3, ,2,1,1,4,2,2, , , ,2,2, , , , ,1,46,6,2,1,1, ,9, , ,6,6,1,2, , ,2,5,5,5,4,2,2, , ,2,0,1,9,0.4065643,0.5452119
202040,2,180924,180924,6,0,1,3,48,1,S,3,48,,5,1,2,1, , , ,1, ,,2,1,1,2,1, ,2,1,3,1,1,1,2,2,1,1,2,1, , , , , , , ,1,1,1,1, , , , ,1,3,2,2,1,2,1,1, , ,1,1, , ,4, ,2, ,2,2,2,2,1, ,1,1,2, ,1,1, ,3,1,2,4,3, , , , , , , , , ,1,58,5,2,1,1, ,13, ,2,5,10,3,1, ,2,1,3,2,2,1, ,1, , ,2,0,1,9,0.8121475,0.8435686
202042,2,180924,180924,1,0,1,3,12,5,U,3,12,,5,1,2,1, , , ,1, ,,2,2,2,2,2, ,1,2,3,1,1,1,1,1,2,1,1,1, , , , , , , ,2,2,2,2, , , , ,3,2,3,2,1,1,2,2, , ,2,2, , ,1, ,2, ,2,1,1,1,2, ,2,1,1, ,3,9, ,3,1,3,2,2, , , , , , , , , ,2,23,5,2,1,1, ,12, , ,5,4,2,2, , ,2,4,5,5,5,5,3, , ,2,0,1,9,1.8406973,2.5463809
202044,2,180924,180924,1,0,1,3,40,1,R,3,40,,1,2,2,1, , , ,1, ,,2,2,2,1,2, ,2,1,2,1,1,4,4,4,1,2,4,2, , , , , , , ,2,2,2,2, , , , ,3,3,2,2,1,1,2,4, , ,4,4, , ,4, ,1, ,2,1,1,1,2, ,1,1,2, ,1,1, ,3,2,4,2,2, , , , , , , , , ,1,56,4,2,1,1, ,12, , ,5,9,1,3,2, ,2,3,3,4,4,2,2, , ,2,0,1,9,0.8121475,0.8435686
202046,2,180924,180924,1,0,1,3,48,5,U,3,48,,5,2,1,4, , , ,1, ,,2,2,2,1,2, ,1,1,3,2,1,1,1,3,2,1,1,1, , , , , , , ,2,2,2,2, , , , ,3,2,4,2,2,1,2,2, , ,4,2, , ,1, ,2, ,1,1,1,1,2, ,9,1,1, ,3,2, ,1,1,3,2,2, , , , , , , , , ,2,41,6,2,1,1, ,9, , ,6,7,1,3,2, ,2,5,3,5,1, ,1, , ,2,0,1,9,1.6558183,1.782153
202047,2,180924,180924,1,0,1,3,13,3,S,3,47,,3,2,2,1, , , ,1, ,,2,2,2,2,2, ,1,1,2,2,1,2,1,2,1,2,1,1, , , , , , , ,2,2,2,2, , , , ,2,2,2,3,1,1,2,2, , ,4,2, , ,1, ,2, ,1,1,1,1,2, ,2,1,1, ,2,2, ,1,1,4,3,2, , , , , , , , , ,2,59,6,2,1,1, ,1, ,2,5,8,1,2, , ,2,4,5,5,1, ,1, , ,1,1,1,9,0.7283424,0.413773
202048,2,180924,180924,1,0,1,4,4,3,U,3,48,,4,2,2,1, , , ,2, ,,2,2,2,1,3,2,3,2,3,1,1,1, , , , , , ,1,1,1,1,1,1,1, , , , ,2,2,1,9,4,2,2,1,2, , , ,9,4, , ,9,2, ,4, ,2,1,1,1, ,2,1,2,1,1, ,2, ,2,2,1,2,2,1, , , ,2,2, , , , ,2,99,7,9,9,9, ,12, , ,2,7,1,2, , ,2,3,4,4,1, ,1, , ,1,1,1,9,0.7463093,0.4051522
202051,2,180924,180924,1,0,1,3,12,4,S,3,12,,4,2,9,9, , , ,1, ,,2,2,2,4,2, ,2,2,3,1,1,1,1,1,4,2,1,1, , , , , , , ,2,1,2,2, , , , ,2,3,3,1,2,1,2,2, , ,3,3, , ,3, ,1, ,2,1,1,1,2, ,2,2, ,2,3,1, ,4,1,2,2,8, , , , , , , , , ,1,35,6,2,2,2, ,13, ,1,2,5,1,3,9, ,9,4,3, ,3,2,2, , ,2,0,1,9,0.8095289,1.1404136
202052,2,180924,180924,1,0,1,3,37,4,U,3,37,,4,2,2,1, , , ,2, ,,2,1,1,3,9,9,2,1,3,1,2,2, , , , , , ,1,2,2,2,3,2,3, , , , ,2,1,1,1,2,3,2,2,2, , , ,4,4, , ,3,3, ,3, ,2,1,1,2, ,2,2,2,2, ,2,3, ,2,2,1,2,2,8, , , ,1,1, , , , ,2,25,8,2,1,1, ,12, , ,5,6,1,3,9, ,9,3,3, ,2,2,2, , ,2,0,1,9,0.7968468,1.262531
202053,2,180924,180924,1,0,1,3,48,1,R,3,48,,1,1,2,1, , , ,2, ,,2,2,1,1,1, ,3,2,1,1,2,1, , , , , , ,1,1,4,1,2,2,1, , , , ,2,1,1,1,3,1,1,2,2, , , ,1,1, , ,1,4, ,2, ,1,2,2,1, ,1,2,1,2, ,2,1, ,1,2,2,1,4,8, , , ,1,1,2,4,4,2,2,62,4,2,1,1, ,2, ,1,3,7,1,1, ,2,1,2,1,1,2,2,2, , ,1,1,1,9,0.6655516,0.4838656
202056,2,180924,180924,1,0,1,3,12,3,U,3,12,,3,2,1,4, , , ,1, ,,2,1,1,1,1, ,1,1,1,1,2,2,2,1,4,4,4,4, , , , , , , ,1,1,1,1, , , , ,2,1,3,1,1,2,1,1, , ,1,1, , ,3, ,1, ,1,2,2,2,1, ,1,1,2, ,3,1, ,2,2,2,4,3, , , , , ,4,4,2,4,2,58,8,2,4,4, ,2, ,2,2,10,1,3,1,2,1,3,3,2,3,3,3, , ,2,0,1,9,0.5848428,0.6667912
202057,2,180924,180924,1,0,1,3,48,2,S,3,48,,5,2,1,1, , , ,1, ,,2,2,2,1,2, ,1,1,3,1,1,1,2,1,1,2,1,1, , , , , , , ,2,2,2,2, , , , ,3,2,2,3,2,1,2,2, , ,1,1, , ,1, ,2, ,1,1,1,1,2, ,2,1,2, ,3,2, ,1,1,3,3,2, , , , , ,3,4,9,3,1,46,6,1,1,3,1,2, ,1,3,8,1,3,2, ,2,3,3,4,6,4,3, , ,2,0,1,9,0.4920455,0.7570082
202058,2,180924,180924,1,0,1,4,8,2,S,3,1,,3,2,2,2, , , ,1, ,,2,1,1,3,9,1,3,2,3,3,3,3,3,1,3,3,2,1, , , , , , , ,1,1,3,1, , , , ,3,2,2,2,2,3,4,4, , ,3,4, , ,3, ,3, ,2,1,1,2,2, ,1,2, ,2,1,9, ,2,1,1,3,8, , , , , , , , , ,1,42,4,2,1,1, ,1, ,2,6,7,3,3,1,2,1,3,3,2,5,2,2, , ,2,0,1,9,0.8691088,1.2114091
202060,2,180924,180924,1,0,1,3,12,2,S,3,12,,4,1,2,1, , , ,2, ,,2,2,2,1,2, ,1,1,2,1,1,2, , , , , , ,1,1,1,1,1,1,4, , , , ,2,2,2,2,3,1,2,2,1, , , ,2,2, , ,2,2, ,4, ,2,1,2,1, ,2,1,2,1,1, ,2, ,2,2,1,3,1,2, , , ,2,2, , , , ,2,47,3,1,1,3,3,9, , ,6,6,1,2, , ,2,4,5,5,5,5,3, , ,2,0,1,9,2.6046013,1.5868599
202061,2,180924,180924,1,0,1,3,51,4,R,3,51,,4,1,1,2, , , ,1, ,,2,1,1,2,1, ,3,1,1,1,3,1,1,1,2,2,3,2, , , , , , , ,1,1,1,1, , , , ,2,1,2,2,9,2,1,1, , ,1,1, , ,4, ,3, ,2,2,2,5,1, ,1,2, ,2,1,1, ,3,9,1,4,2, , , , , , , , , ,2,39,7,2,1,1, ,1, ,2,2,8,1,1, ,1,1,1,1,1,4,2,2, , ,2,0,1,9,1.5539093,1.5733713
202062,2,180924,180924,1,0,1,3,48,3,S,3,48,,5,1,2,1, , , ,2, ,,2,2,1,1,1, ,1,1,3,1,1,1, , , , , , ,1,1,3,2,1,1,2, , , , ,1,1,1,1,1,3,2,2,1, , , ,1,1, , ,1,1, ,1, ,1,2,1,2, ,1,2,1,2, ,2,1, ,1,3,1,2,4,3, , , ,1,2, , , , ,1,71,4,2,1,1, ,13, ,2,4,6,1,3,1,1,1,1,3,1,1, ,1, , ,2,0,1,9,0.5870909,0.7320397
202064,2,180924,180924,1,0,1,3,48,3,U,3,12,,3,2,1,4, , , ,1, ,,2,1,1,2,1, ,2,2,3,1,2,2,2,1,1,2,2,2, , , , , , , ,2,1,2,1, , , , ,2,2,2,2,1,2,1,1, , ,2,1, , ,2, ,2, ,2,2,1,1,2, ,1,1,2, ,3,1, ,3,1,2,3,2, , , , , ,1,3,2,2,1,52,7,2,1,1, ,2, ,1,2,9,1,3,1,2,1,3,3,2,5,3,3, , ,2,0,1,9,0.5121123,0.5613758
202065,2,180924,180924,1,0,1,3,37,4,U,3,37,,1,2,1,2,4, , ,2, ,,2,2,2,2,2, ,1,1,3,2,1,1, , , , , , ,2,1,1,1,1,2,1, , , , ,2,2,1,1,3,3,2,2,2, , , ,4,4, , ,2,2, ,2, ,2,1,1,1, ,2,1,2,1,1, ,3, ,2,2,1,3,2,2, , , ,2,2,2,3,2,2,1,63,4,2,1,1, ,2, ,2,4,8,1,3,2, ,2,3,3,4,2,2,2, , ,2,0,1,9,0.3308332,0.4988381
202066,2,180924,180924,1,0,1,3,47,4,S,3,47,,4,2,2,1, , , ,2, ,,2,1,1,3,1, ,1,1,3,2,1,1, , , , , , ,2,1,2,2,1,3,1, , , , ,2,1,1,1,3,3,2,2,2, , , ,2,1, , ,1,1, ,1, ,1,2,1,1, ,2,1,1,2, ,2,3, ,2,3,2,2,3,2, , , ,1,1, , , , ,2,71,8,2,1,1, ,1, ,1,2,8,1,1, ,2,1,1,1,1,2,2,2, , ,2,0,1,9,0.5366462,0.5633243
202069,2,180924,180924,5,0,1,3,47,2,S,3,47,,2,2,1,1, , , ,2, ,,2,1,1,2,1, ,1,1,1,1,3,1, , , , , , ,2,1,2,1,3,3,2, , , , ,2,1,1,1,1,3,3,2,2, , , ,1,1, , ,1,1, ,1, ,1,2,5,2, ,1,2,1,2, ,2,1, ,1,3,2,3,4,3, , , ,1,2, , , , ,1,47,8,2,1,1, ,1, ,1,6,7,1,3,1,1,1,1,3,1,2,2,2, , ,2,0,1,9,0.4065643,0.5452119
